user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness,answer_similarity
What are the rules regarding working from a location outside of Malaysia?,"['01. We mainly work from home, with occasional office visits within a month.\n02. You can work from other locations beyond your home:\na. Within Klang Valley - No actions required\nb. Outside Klang Valley - Inform and discuss with your manager beforehand\nto ensure work can still be carried out consistently.\nc. Outside Malaysia - Limited to 2 times a year (maximum 5 working days at\na time). Inform and discuss with your manager beforehand to ensure work\ncan still be carried out consistently.\n03. General practice:\na. You must be near your devices (laptop and phone) and be within reach\nfor calls - both scheduled and unscheduled.\n4. Image & Branding\n01. Dress code for client meetings and sessions:\na. Proper and neat attire\nb. Example: round collar and jacket, collared shirt, etc\nc. No home or gym clothes, no sleeveless02. Turn on virtual backgrounds unless software does not allow\n03. General practice:\na. Do not multitask during calls.\n5. MVP – Most Valuable Player! Award:', 'EMPLOYEE HANDBOOK (VERSION 1.2)\nThe employee handbook serves as official company policies and guidelines. It is to be adhered\nto during the course of employment.\nSECTION A: GENERAL\n1. General Benefits:\n01. EPF & SOCSO - Standard contribution.\n02. Refer to below for more information on Section B : Leaves and Section C\nClaims & Allowances.\n2. Working Hours:\n01. Official working hours: 9:00am to 5:00pm\n02. Extended flexible working hours: within 8:00am to 8:00pm\na. You can tweak your starting and ending time but you are still required to\nwork a standard number of core hours within a specified period.\nb. You must be available during your working hours for calls.\nc. For any other special circumstances, please discuss with your manager.\nFinal decision must be agreed upon by your manager.\n3. Remote Working Arrangements\n01. We mainly work from home, with occasional office visits within a month.\n02. You can work from other locations beyond your home:\na. Within Klang Valley - No actions required', 'per 1 day worked on the weekend\n02. If work falls on a public holiday, you are entitled to 2 days of replacement leave\n03. Must be utilised within the same year\nSECTION C: CLAIMS & ALLOWANCE\n8. General Claims:\n01. Mileage will be reimbursed at RM 0.60 per kilometer and toll will be reimbursed\nat actual value.\n02. Reimburse any parking in the course of business (client, partner, office visits).9. Medical Claims:\n01. Reimbursement of Outpatient Medical Care of up to RM 100 per visit.\n02. Claims are only claimable after probation confirmation.\n10. Flexi-Health Allowance:\n01. Covers 4 key areas: Optical, Dental, Chiropractor & Medical Insurance Policy.\n02. Can claim up to RM500 per year (must obtain a proper receipt).\n03. Flexi-Health Allowance will be increased by RM250 every 2 years (capped at\nmaximum RM1,000 per year).\na. Upon 2nd year anniversary - RM750 a year\nb. Upon 4th year anniversary - RM1,000 a year\n11. Flexi-Lifestyle Allowance:']","When working from a location outside of Malaysia, the following rules apply:

1. You are limited to working from outside Malaysia a maximum of 2 times a year.
2. Each trip can last up to 5 working days at a time.
3. You must inform and discuss with your manager beforehand to ensure that work can still be carried out consistently during your time away.","Working outside Malaysia is limited to 2 times a year for a maximum of 5 working days at a time, and requires prior discussion from a manager.",1.0,0.9948821189066474,0.9999999999,1.0,0.8002580527124981,0.9510322108499925
Who owns the intellectual property created by an employee during their employment?,"['one year after leaving Think Codex.\n02. A staff member may not start a company within the same industry for a period of\none year after leaving Think Codex.\n17. Intellectual Property:\n01. In the course of employment, any intellectual property created must be kept\nconfidential and not disclosed to other parties outside of Think Codex.\n02. In the event when an employee leaves Think Codex, all intellectual property will\nremain with the company.\n03. The employee is forbidden to use such IP outside the employment whether in\npart or in full.\n04. Failure to comply will result in action taken by Think Codex including legal action.\n18. Termination:\n01. This arrangement may be terminated by either party upon notice in writing to\neither party with notice that complies with the Employment Laws of Malaysia.']","The intellectual property created by an employee during their employment at Think Codex Sdn Bhd remains the property of the company. Upon leaving Think Codex, all intellectual property will stay with the company, and the employee is forbidden from using it outside of their employment.","All intellectual property remains the property of Think Codex, and employees are forbidden from using it outside of their employment.",1.0,0.8961282550963364,0.9999999999,1.0,0.8351841176035799,0.9407364704143195
When is the monthly deadline for submitting expense claims?,"[""How To Do Your\nClaims\nVersion 1.0Monthly Submission Deadline\n● Submit by the 1st week of every month\n● Claims would be paid before the end of every month\n● Claims that missed the deadline would be processed in the following month\ninsteadCategory\n● Flexible Allowance - Flexi-Health/Flexi-Lifestyle/Personal Development allowance\n(here's how to submit)\n● Meals - Meals / drinks with clients, partners and trainers\n● Medical - Doctor visits (capped to RM100 per visit)\n● Mileage - Travelling expenses to client’s location (RM0.60 per kilometre)\n● Office Expenses - Office supplies such as hand wash, luggage bag, etc\n● Others - Public transportation to client’s location, staff training (subjected to\nmanager’s approval beforehand), etc\n● Parking - Office parking, parking at client’s/partner’s/trainer’s (must include Touch\nN Go receipt)Category\n● Printing and Stationeries - Pencils, A4 papers, printing booklets, etc for client or\ngeneral office use"", 'YEAR-TO-DATEMOVING INTO QUARTER 3To: Sales & Distribution Team\nFrom: Your CEO\nSubject: Midyear Review Update\nHey Team,\nDue to regulatory changes, certain zones\nrequire Environment Certification.\nYou may now view upcoming zones for planning purposes.ENVIRONMENT CERTIFICATION INVESTMENT\nCertain zones require certification in order to deliver products.\n• E1 Certification = $1M per zone\n• E2 Certification = $2M per zone\n• E3 Certification = $3M per zoneBREAKING NEWS\nDue to upcoming holiday celebrations in Q3 and Q4,\nsuppliers & govt offices will not be working in July &\nOctober.\nWe are now in August.\nWe’ll be working 15 days each month to compensate for\nloss of productivity.August\n“West Region – Zone 1 & 2” Buyers RevealedRecord Audit Sheet & Submit Tender Sheet\nLIAISON:\nPLEASE SCAN THE QR CODE\nTO SUBMIT YOUR TENDERSUpdate Competitors’ Positions\nEVERYONE:\nPLEASE SCAN THE QR CODE\nTO VIEW THE RESULTSBREAKING NEWS!\nWorker strike will impact all operations in Quarter 4.', 'per 1 day worked on the weekend\n02. If work falls on a public holiday, you are entitled to 2 days of replacement leave\n03. Must be utilised within the same year\nSECTION C: CLAIMS & ALLOWANCE\n8. General Claims:\n01. Mileage will be reimbursed at RM 0.60 per kilometer and toll will be reimbursed\nat actual value.\n02. Reimburse any parking in the course of business (client, partner, office visits).9. Medical Claims:\n01. Reimbursement of Outpatient Medical Care of up to RM 100 per visit.\n02. Claims are only claimable after probation confirmation.\n10. Flexi-Health Allowance:\n01. Covers 4 key areas: Optical, Dental, Chiropractor & Medical Insurance Policy.\n02. Can claim up to RM500 per year (must obtain a proper receipt).\n03. Flexi-Health Allowance will be increased by RM250 every 2 years (capped at\nmaximum RM1,000 per year).\na. Upon 2nd year anniversary - RM750 a year\nb. Upon 4th year anniversary - RM1,000 a year\n11. Flexi-Lifestyle Allowance:']",The monthly deadline for submitting expense claims is by the 1st week of every month.,Claims must be submitted by the 1st week of every month to be paid before the end of that same month.,1.0,1.0,0.9999999999,1.0,0.7353931507139881,0.9415820129104857
What is the reimbursement rate for mileage claims?,"['per 1 day worked on the weekend\n02. If work falls on a public holiday, you are entitled to 2 days of replacement leave\n03. Must be utilised within the same year\nSECTION C: CLAIMS & ALLOWANCE\n8. General Claims:\n01. Mileage will be reimbursed at RM 0.60 per kilometer and toll will be reimbursed\nat actual value.\n02. Reimburse any parking in the course of business (client, partner, office visits).9. Medical Claims:\n01. Reimbursement of Outpatient Medical Care of up to RM 100 per visit.\n02. Claims are only claimable after probation confirmation.\n10. Flexi-Health Allowance:\n01. Covers 4 key areas: Optical, Dental, Chiropractor & Medical Insurance Policy.\n02. Can claim up to RM500 per year (must obtain a proper receipt).\n03. Flexi-Health Allowance will be increased by RM250 every 2 years (capped at\nmaximum RM1,000 per year).\na. Upon 2nd year anniversary - RM750 a year\nb. Upon 4th year anniversary - RM1,000 a year\n11. Flexi-Lifestyle Allowance:', ""How To Do Your\nClaims\nVersion 1.0Monthly Submission Deadline\n● Submit by the 1st week of every month\n● Claims would be paid before the end of every month\n● Claims that missed the deadline would be processed in the following month\ninsteadCategory\n● Flexible Allowance - Flexi-Health/Flexi-Lifestyle/Personal Development allowance\n(here's how to submit)\n● Meals - Meals / drinks with clients, partners and trainers\n● Medical - Doctor visits (capped to RM100 per visit)\n● Mileage - Travelling expenses to client’s location (RM0.60 per kilometre)\n● Office Expenses - Office supplies such as hand wash, luggage bag, etc\n● Others - Public transportation to client’s location, staff training (subjected to\nmanager’s approval beforehand), etc\n● Parking - Office parking, parking at client’s/partner’s/trainer’s (must include Touch\nN Go receipt)Category\n● Printing and Stationeries - Pencils, A4 papers, printing booklets, etc for client or\ngeneral office use""]",The reimbursement rate for mileage claims is RM 0.60 per kilometer.,The reimbursement rate for mileage is RM0.60 per kilometer.,1.0,1.0000000000000004,0.99999999995,1.0,0.9962650754483245,0.9850603017932983
What is the maximum amount an employee can claim for a single medical doctor visit?,"['per 1 day worked on the weekend\n02. If work falls on a public holiday, you are entitled to 2 days of replacement leave\n03. Must be utilised within the same year\nSECTION C: CLAIMS & ALLOWANCE\n8. General Claims:\n01. Mileage will be reimbursed at RM 0.60 per kilometer and toll will be reimbursed\nat actual value.\n02. Reimburse any parking in the course of business (client, partner, office visits).9. Medical Claims:\n01. Reimbursement of Outpatient Medical Care of up to RM 100 per visit.\n02. Claims are only claimable after probation confirmation.\n10. Flexi-Health Allowance:\n01. Covers 4 key areas: Optical, Dental, Chiropractor & Medical Insurance Policy.\n02. Can claim up to RM500 per year (must obtain a proper receipt).\n03. Flexi-Health Allowance will be increased by RM250 every 2 years (capped at\nmaximum RM1,000 per year).\na. Upon 2nd year anniversary - RM750 a year\nb. Upon 4th year anniversary - RM1,000 a year\n11. Flexi-Lifestyle Allowance:', 'c. No home or gym clothes, no sleeveless02. Turn on virtual backgrounds unless software does not allow\n03. General practice:\na. Do not multitask during calls.\n5. MVP – Most Valuable Player! Award:\n01. For team members who go above & beyond expectations and exemplifies our\nvalues\n02. RM 200 - 400 per award\n03. Multiple awards possible per recipient in a year\n04. Nominated by Managers – not part of standard benefits\nSECTION B: LEAVES\n6. Annual Leaves:\n01. Starts off with 14 days a year\n02. Annual leave will be increased by 2 days every 2 years (capped at maximum 18\ndays a year)\na. Upon 2nd year anniversary - 16 days\nb. Upon 4th year anniversary - 18 days\n03. Maximum Carry Forward of 3 days (to be taken within the 1st Quarter)\n7. Replacement Leaves:\n01. When working over the weekend, you are entitled to 1 day of replacement leave\nper 1 day worked on the weekend\n02. If work falls on a public holiday, you are entitled to 2 days of replacement leave\n03. Must be utilised within the same year', 'maximum RM1,000 per year).\na. Upon 2nd year anniversary - RM750 a year\nb. Upon 4th year anniversary - RM1,000 a year\n11. Flexi-Lifestyle Allowance:\n01. Covers 3 key areas: Travel, Tech and Gym Access.\na. Travel only covers accommodation and airfare.\nb. Tech only covers 4 types of tech, which is Phone, Laptop/PC, Tablet and\nSmartwatch.\n02. Can claim up to RM500 per year.\n03. Flexi-Lifestyle Allowance will be increased by RM250 every 2 years (capped at\nmaximum RM1,000 per year).\na. Upon 2nd year anniversary - RM750 per year\nb. Upon 4th year anniversary - RM1,000 per year\n12. Personal Development Allowance:\n01. Covers non-work related courses, workshops, books (physical, audio, digital).\n02. Can claim up to RM 200 per year.\n03. Work related development will continue to be borne by the company fully.\n13. Claim Acceptance:\n01. Employees will only be entitled for Flexi-Health, Flexi-Lifestyle and Personal\nDevelopment allowance upon confirmation.']",The maximum amount an employee can claim for a single outpatient medical doctor visit is RM 100.,Medical claims for doctor visits are capped at RM100 per visit.,1.0,0.9850830083467771,0.9999999999,1.0,0.736075582131222,0.9443023285248882
What documentation is required specifically for parking claims?,"[""How To Do Your\nClaims\nVersion 1.0Monthly Submission Deadline\n● Submit by the 1st week of every month\n● Claims would be paid before the end of every month\n● Claims that missed the deadline would be processed in the following month\ninsteadCategory\n● Flexible Allowance - Flexi-Health/Flexi-Lifestyle/Personal Development allowance\n(here's how to submit)\n● Meals - Meals / drinks with clients, partners and trainers\n● Medical - Doctor visits (capped to RM100 per visit)\n● Mileage - Travelling expenses to client’s location (RM0.60 per kilometre)\n● Office Expenses - Office supplies such as hand wash, luggage bag, etc\n● Others - Public transportation to client’s location, staff training (subjected to\nmanager’s approval beforehand), etc\n● Parking - Office parking, parking at client’s/partner’s/trainer’s (must include Touch\nN Go receipt)Category\n● Printing and Stationeries - Pencils, A4 papers, printing booklets, etc for client or\ngeneral office use""]","For parking claims, you must include the Touch N Go receipt as documentation.",Parking claims must include a Touch N Go receipt.,1.0,0.9903654106674926,0.9999999999,1.0,0.7396044692482047,0.9584178769928186
What are the five stages of the TRACE Leadership Development Framework?,"['WHY IS IT IMPORTANT FOR YOU?\nWe want to invest in the skills where leaders need the most in their daily\nleadership roles.\nLEADERSHIP DEVELOPMENT FRAMEWORK\nWHAT IS THE SYSTEM USED TO DEVELOP LEADERS?\nThink Codex’s TRACE Framework looks at the most holistic way to develop\nleaders. We found that to create game-changing leaders, these are the 5 core stages\nneeded - Theory, Replication, Application, Cultivation and Evaluation.WHY IS IT IMPORTANT FOR YOU?\nA system is required to consistently produce leaders that are capable, confident &\ncharacter focused.\nLEADERSHIP JOURNEY\nHOW DOES A LEADER’S LEARNING JOURNEY LOOK LIKE?\nBy applying the Agile Model, every leadership module is run like a sprint. The\nwhole leadership programme is executed in a series of sprints - mimicking a large &\ncomplex (leadership) development project.\nFrom a programme execution standpoint, this gives some inherent advantages:\n1. Flexible - the programme design & execution is modular and adaptable.', 'LEAD - LEADERSHIP & TALENT\nPROGRAMMES\nThink Codex’s dual use of Gamification + Agile takes advantage of the strengths of\nboth methodologies in our Leadership Programmes.\nTo deliver the best solutions, we focus on 4 areas:\n•Leadership Model - What does a leader look like?\n•Leadership Development Framework - What is the system used to develop\nleaders?\n•Leadership Programme Execution – How does a leader’s learning journey look\nlike?\n•Leadership Impact – How can we measure a leader’s growth & impact?\nLEADERSHIP MODEL\nWHAT DOES A LEADER LOOK LIKE?Think Codex’s leadership model is based on 2 questions. In a daily life of a\nleader…..\n1. Which areas do leaders spend their time on?\n2. How much time do leaders spend on those areas?\nWHY IS IT IMPORTANT FOR YOU?\nWe want to invest in the skills where leaders need the most in their daily\nleadership roles.\nLEADERSHIP DEVELOPMENT FRAMEWORK\nWHAT IS THE SYSTEM USED TO DEVELOP LEADERS?', 'complex (leadership) development project.\nFrom a programme execution standpoint, this gives some inherent advantages:\n1. Flexible - the programme design & execution is modular and adaptable.\n2. Iterative - each sprint is an improvement from the previous sprint thus increasing\nquality over modules.3. Prevents burnout of leaders by prioritization and work load management.\n4. Keeps focus on 1-2 learning objectives at any one time to ensure depth of\nlearning.\nWHY IS IT IMPORTANT FOR YOU?\nWe create short & flexible journeys where leaders can be motivated by regular\nresults.LEADERSHIP GROWTH & IMPACT\nHOW CAN WE MEASURE A LEADER’S GROWTH & IMPACT?\nHere we use the tried & tested Kirkpatrick model to evaluate the effectiveness of our\nLeadership Journeys.\nBased on our TRACE framework, there will deliver 2 outcomes:\n1. Leaders- A greater self-awareness and personal growth.\n2. Organization - Business Results and Better Decisions through Behaviour\nChange.\nWHY IS IT IMPORTANT FOR YOU?']","The five stages of the TRACE Leadership Development Framework are:

1. Theory
2. Replication
3. Application
4. Cultivation
5. Evaluation","The framework consists of five core stages: Theory, Replication, Application, Cultivation, and Evaluation.",1.0,0.9999999999999999,0.9999999999,1.0,0.978069052448859,0.9123024952657659
How does applying the Agile Model benefit leadership programme execution?,"['LEAD - LEADERSHIP & TALENT\nPROGRAMMES\nThink Codex’s dual use of Gamification + Agile takes advantage of the strengths of\nboth methodologies in our Leadership Programmes.\nTo deliver the best solutions, we focus on 4 areas:\n•Leadership Model - What does a leader look like?\n•Leadership Development Framework - What is the system used to develop\nleaders?\n•Leadership Programme Execution – How does a leader’s learning journey look\nlike?\n•Leadership Impact – How can we measure a leader’s growth & impact?\nLEADERSHIP MODEL\nWHAT DOES A LEADER LOOK LIKE?Think Codex’s leadership model is based on 2 questions. In a daily life of a\nleader…..\n1. Which areas do leaders spend their time on?\n2. How much time do leaders spend on those areas?\nWHY IS IT IMPORTANT FOR YOU?\nWe want to invest in the skills where leaders need the most in their daily\nleadership roles.\nLEADERSHIP DEVELOPMENT FRAMEWORK\nWHAT IS THE SYSTEM USED TO DEVELOP LEADERS?', 'complex (leadership) development project.\nFrom a programme execution standpoint, this gives some inherent advantages:\n1. Flexible - the programme design & execution is modular and adaptable.\n2. Iterative - each sprint is an improvement from the previous sprint thus increasing\nquality over modules.3. Prevents burnout of leaders by prioritization and work load management.\n4. Keeps focus on 1-2 learning objectives at any one time to ensure depth of\nlearning.\nWHY IS IT IMPORTANT FOR YOU?\nWe create short & flexible journeys where leaders can be motivated by regular\nresults.LEADERSHIP GROWTH & IMPACT\nHOW CAN WE MEASURE A LEADER’S GROWTH & IMPACT?\nHere we use the tried & tested Kirkpatrick model to evaluate the effectiveness of our\nLeadership Journeys.\nBased on our TRACE framework, there will deliver 2 outcomes:\n1. Leaders- A greater self-awareness and personal growth.\n2. Organization - Business Results and Better Decisions through Behaviour\nChange.\nWHY IS IT IMPORTANT FOR YOU?', 'WHY IS IT IMPORTANT FOR YOU?\nWe want to invest in the skills where leaders need the most in their daily\nleadership roles.\nLEADERSHIP DEVELOPMENT FRAMEWORK\nWHAT IS THE SYSTEM USED TO DEVELOP LEADERS?\nThink Codex’s TRACE Framework looks at the most holistic way to develop\nleaders. We found that to create game-changing leaders, these are the 5 core stages\nneeded - Theory, Replication, Application, Cultivation and Evaluation.WHY IS IT IMPORTANT FOR YOU?\nA system is required to consistently produce leaders that are capable, confident &\ncharacter focused.\nLEADERSHIP JOURNEY\nHOW DOES A LEADER’S LEARNING JOURNEY LOOK LIKE?\nBy applying the Agile Model, every leadership module is run like a sprint. The\nwhole leadership programme is executed in a series of sprints - mimicking a large &\ncomplex (leadership) development project.\nFrom a programme execution standpoint, this gives some inherent advantages:\n1. Flexible - the programme design & execution is modular and adaptable.']","Applying the Agile Model to leadership programme execution benefits the process in several ways:

1. **Flexibility**: The programme design and execution are modular and adaptable, allowing for adjustments based on feedback and changing needs.

2. **Iterative Improvement**: Each sprint serves as an opportunity to improve upon the previous one, enhancing the quality of the modules over time.

3. **Prevention of Burnout**: By prioritizing tasks and managing workload effectively, the Agile approach helps prevent leader burnout.

4. **Focused Learning**: The model keeps the focus on 1-2 learning objectives at any one time, ensuring depth of learning rather than overwhelming participants with too much information.

These advantages contribute to a more effective and engaging leadership development experience.","It makes the programme flexible and iterative, prevents leader burnout through prioritization, and maintains focus on 1-2 learning objectives at a time.",0.7272727272727273,0.9873431543809978,0.9999999999666667,1.0,0.4215439977105296,0.8861759908421183
What are the two core questions the Think Codex Leadership Model is based on?,"['LEAD - LEADERSHIP & TALENT\nPROGRAMMES\nThink Codex’s dual use of Gamification + Agile takes advantage of the strengths of\nboth methodologies in our Leadership Programmes.\nTo deliver the best solutions, we focus on 4 areas:\n•Leadership Model - What does a leader look like?\n•Leadership Development Framework - What is the system used to develop\nleaders?\n•Leadership Programme Execution – How does a leader’s learning journey look\nlike?\n•Leadership Impact – How can we measure a leader’s growth & impact?\nLEADERSHIP MODEL\nWHAT DOES A LEADER LOOK LIKE?Think Codex’s leadership model is based on 2 questions. In a daily life of a\nleader…..\n1. Which areas do leaders spend their time on?\n2. How much time do leaders spend on those areas?\nWHY IS IT IMPORTANT FOR YOU?\nWe want to invest in the skills where leaders need the most in their daily\nleadership roles.\nLEADERSHIP DEVELOPMENT FRAMEWORK\nWHAT IS THE SYSTEM USED TO DEVELOP LEADERS?', '1. Leaders- A greater self-awareness and personal growth.\n2. Organization - Business Results and Better Decisions through Behaviour\nChange.\nWHY IS IT IMPORTANT FOR YOU?\nAbove all else, organizations look for results. When leaders grow, they\nimpact the organization.Have some leadership initiatives within your organization? Contact us\nthrough the link below and let’s have a chat!\nBOOK FREE DEMO NOW ()\nPRIVACY POLICY (/PRIVACY-POLICY) CONTACT US (/CONTACTUS)\nAddress: Email: (http (http\nThink Codex (201501035509) contact@thinkcod\n9-13A,Infinity Tower, ex.com\nNo. 28,Jalan SS6/3,\n47301 Kelana Jaya\nPetaling Jaya, Selangor.\ue630 Think Blog & News RSS (https://www.thinkcodex.com/blognews?format=rss)\nMORE THAN YOUR TRADITIONAL\nCORPORATE TRAINING PROGRAM\nWe are here to help you find joy in your learning journey through gamified learning solutions\nto enhance employee development.\nEmail Address JOIN NEWSLETTER\nWe respect your privacy. Feel free to unsubscribe at anytime.', 'WHY IS IT IMPORTANT FOR YOU?\nWe want to invest in the skills where leaders need the most in their daily\nleadership roles.\nLEADERSHIP DEVELOPMENT FRAMEWORK\nWHAT IS THE SYSTEM USED TO DEVELOP LEADERS?\nThink Codex’s TRACE Framework looks at the most holistic way to develop\nleaders. We found that to create game-changing leaders, these are the 5 core stages\nneeded - Theory, Replication, Application, Cultivation and Evaluation.WHY IS IT IMPORTANT FOR YOU?\nA system is required to consistently produce leaders that are capable, confident &\ncharacter focused.\nLEADERSHIP JOURNEY\nHOW DOES A LEADER’S LEARNING JOURNEY LOOK LIKE?\nBy applying the Agile Model, every leadership module is run like a sprint. The\nwhole leadership programme is executed in a series of sprints - mimicking a large &\ncomplex (leadership) development project.\nFrom a programme execution standpoint, this gives some inherent advantages:\n1. Flexible - the programme design & execution is modular and adaptable.']","The two core questions the Think Codex Leadership Model is based on are:

1. Which areas do leaders spend their time on?
2. How much time do leaders spend on those areas?",The model is based on: 1. Which areas do leaders spend their time on? and 2. How much time do leaders spend on those areas?,1.0,0.9687123612224102,0.9999999999,1.0,0.983692403882856,0.9347696155314238
How is the effectiveness of Leadership Journeys measured at Think Codex?,"['LEAD - LEADERSHIP & TALENT\nPROGRAMMES\nThink Codex’s dual use of Gamification + Agile takes advantage of the strengths of\nboth methodologies in our Leadership Programmes.\nTo deliver the best solutions, we focus on 4 areas:\n•Leadership Model - What does a leader look like?\n•Leadership Development Framework - What is the system used to develop\nleaders?\n•Leadership Programme Execution – How does a leader’s learning journey look\nlike?\n•Leadership Impact – How can we measure a leader’s growth & impact?\nLEADERSHIP MODEL\nWHAT DOES A LEADER LOOK LIKE?Think Codex’s leadership model is based on 2 questions. In a daily life of a\nleader…..\n1. Which areas do leaders spend their time on?\n2. How much time do leaders spend on those areas?\nWHY IS IT IMPORTANT FOR YOU?\nWe want to invest in the skills where leaders need the most in their daily\nleadership roles.\nLEADERSHIP DEVELOPMENT FRAMEWORK\nWHAT IS THE SYSTEM USED TO DEVELOP LEADERS?', '1. Leaders- A greater self-awareness and personal growth.\n2. Organization - Business Results and Better Decisions through Behaviour\nChange.\nWHY IS IT IMPORTANT FOR YOU?\nAbove all else, organizations look for results. When leaders grow, they\nimpact the organization.Have some leadership initiatives within your organization? Contact us\nthrough the link below and let’s have a chat!\nBOOK FREE DEMO NOW ()\nPRIVACY POLICY (/PRIVACY-POLICY) CONTACT US (/CONTACTUS)\nAddress: Email: (http (http\nThink Codex (201501035509) contact@thinkcod\n9-13A,Infinity Tower, ex.com\nNo. 28,Jalan SS6/3,\n47301 Kelana Jaya\nPetaling Jaya, Selangor.\ue630 Think Blog & News RSS (https://www.thinkcodex.com/blognews?format=rss)\nMORE THAN YOUR TRADITIONAL\nCORPORATE TRAINING PROGRAM\nWe are here to help you find joy in your learning journey through gamified learning solutions\nto enhance employee development.\nEmail Address JOIN NEWSLETTER\nWe respect your privacy. Feel free to unsubscribe at anytime.', 'complex (leadership) development project.\nFrom a programme execution standpoint, this gives some inherent advantages:\n1. Flexible - the programme design & execution is modular and adaptable.\n2. Iterative - each sprint is an improvement from the previous sprint thus increasing\nquality over modules.3. Prevents burnout of leaders by prioritization and work load management.\n4. Keeps focus on 1-2 learning objectives at any one time to ensure depth of\nlearning.\nWHY IS IT IMPORTANT FOR YOU?\nWe create short & flexible journeys where leaders can be motivated by regular\nresults.LEADERSHIP GROWTH & IMPACT\nHOW CAN WE MEASURE A LEADER’S GROWTH & IMPACT?\nHere we use the tried & tested Kirkpatrick model to evaluate the effectiveness of our\nLeadership Journeys.\nBased on our TRACE framework, there will deliver 2 outcomes:\n1. Leaders- A greater self-awareness and personal growth.\n2. Organization - Business Results and Better Decisions through Behaviour\nChange.\nWHY IS IT IMPORTANT FOR YOU?']","The effectiveness of Leadership Journeys at Think Codex is measured using the Kirkpatrick model, which evaluates the effectiveness of training programs. This assessment is based on the TRACE framework and delivers two key outcomes: 

1. **Leaders** - A greater self-awareness and personal growth.
2. **Organization** - Business results and better decisions through behavior change.

This approach ensures that the impact of leadership development is both personal for the leaders and beneficial for the organization as a whole.",Think Codex uses the Kirkpatrick model to evaluate the effectiveness of their Leadership Journeys.,0.5,0.9949601610680738,0.3333333333,1.0,0.5319777696468859,0.9279110785875436
